,0,1,2,3,4,5,6,7,8,9,10
206,<|startoftext|>,Coal is a hard rock which might be burned as a solid fossil fuel,<|and|>,"coal is a sedimentary rock formed from peat, by the pressure of rocks laid down later on top",<|notmiddleterm|>,is a hard rock which might be burned as a solid fossil fuel,<|and|>,"is a sedimentary rock formed from peat, by the pressure of rocks laid down later on top",<|so|>,"a sedimentary rock formed from peat, by the pressure of rocks laid down later on top might be burned as a solid fossil fuel",<|endoftext|>
340,<|startoftext|>,CFC gas damages and weakens the ozone layer,<|and|>,The ozone layer protects us from potentially harmful ultraviolet (UV) radiation,<|notmiddleterm|>,CFC gas damages and weakens,<|and|>, protects us from potentially harmful ultraviolet (UV) radiation,<|so|>,CFC gas reduces our protection against harmful UV,<|endoftext|>
1176,<|startoftext|>,Brussels sprouts are containing large amount of Vitamin C.,<|and|>,Overusing vitamin C would certainly cause diarrhoea.,<|notmiddleterm|>,Brussels sprouts are containing large amount of,<|and|>,Overusing would certainly cause diarrhoea.,<|so|>,Very large amount of brussels sprouts would certainly lead to giving the diarrhoea.,<|endoftext|>
2552,<|startoftext|>,air-source heat pumps are sensitive to excessive temperatures,<|and|>,devices with excessive sensitivity to boiling or freezing temperatures are only really applicable in temperate climates,<|notmiddleterm|>,air-source heat ,<|and|>, are only really applicable in temperate climates,<|so|>,the efficiency of air-source heat pumps are only really applicable in temperate climates,<|endoftext|>
2602,<|startoftext|>,subsistence farming is intensively practiced in Monsoon Asia and South-East Asia,<|and|>,"Subsistence farming is practiced to satisfy family or local needs alone, with little left over for transport elsewhere",<|notmiddleterm|>,is intensively practiced in Monsoon Asia and South-East Asia,<|and|>,"is practiced to satisfy family or local needs alone, with little left over for transport elsewhere",<|so|>,"in Monsoon Asia and South-East Asia,farming is practiced to satisfy family or local needs alone, with little left over for transport elsewhere",<|endoftext|>
1185,<|startoftext|>,Phosphorus helps release energy from food.,<|and|>,Dairy foods are containing large amount of phosphorus.,<|notmiddleterm|>,helps release energy from .,<|and|>,Dairy are containing large amount of .,<|so|>,dairy foods would probably help release energy from food.,<|endoftext|>
1373,<|startoftext|>,Moon orbits the earth.,<|and|>,Satellites are defined as bodies that travel around a planet.,<|notmiddleterm|>,Moon ,<|and|>,Satellites are defined asbodies ,<|so|>,moon is a satellite,<|endoftext|>
16,<|startoftext|>,Newspaper writers are supposed to write stories in an unbiased fashion.,<|and|>,Unbiased articles generate trust amongst the newspaper readers.,<|notmiddleterm|>,Newspaper writers are supposed to,<|and|>,generate trust amongst the newspaper readers.,<|so|>,Newspaper writers are supposed to generate trust amongst the newspaper readers.,<|endoftext|>
2692,<|startoftext|>,"The time element in construction means that a delay costs money, and in cases of bottlenecks, the delay can be extremely expensive",<|and|>,"Due to expensive retards,and even costlier stoppages,the contracts must be designed to ensure that each side is capable of performing the obligations set out",<|notmiddleterm|>,The time element in construction means that a ,<|and|>,",the contracts must be designed to ensure that each side is capable of performing the obligations set out",<|so|>,The time element in construction means that the contracts must be designed to ensure that each side is capable of performing the obligations set out,<|endoftext|>
611,<|startoftext|>,Our brains function are affected by a number of different hormones,<|and|>,Not drinking enough water changes the hormonal balance,<|notmiddleterm|>,Our brains function are affected by a ,<|and|>,Not drinking enough water changes the ,<|so|>,Not drinking enough water changes our brains function,<|endoftext|>
730,<|startoftext|>,Green tea has been shown to boost the metabolic rate,<|and|>,A faster working metabolism helps with burning more fat,<|notmiddleterm|>,Green tea has been shown tothe ,<|and|>,helps with burning more fat,<|so|>,Green tea helps with burning more fat,<|endoftext|>
2443,<|startoftext|>,Low energy building designs typically have a very low surface area to volume ratio to minimize heat loss,<|and|>,"A small surface to capacity ratio to cut down on heat waste,means that sprawling multi-winged building designs are often avoided in favor of more centralized structures",<|notmiddleterm|>,Low energy building designs typically ,<|and|>,",means that sprawling multi-winged building designs are often avoided in favor of more centralized structures",<|so|>,sprawling multi-winged building designs are often avoided in favor of more centralized structures in low energy building designs,<|endoftext|>
2475,<|startoftext|>,Owning a house with good lighting ensures the existence of daylight inside,<|and|>,Having enough natural light is especially important if you work from a home office,<|notmiddleterm|>,Owning a house with good lighting ,<|and|>, is especially important if you work from a home office,<|so|>,Owning a house with good lighting is especially important if you work from a home office,<|endoftext|>
1672,<|startoftext|>,changing ocean current can result in changes in water temperature.,<|and|>,variations in the warmness of the water can kill fishes and ocean plant life,<|notmiddleterm|>,changing ocean current can result in ,<|and|>,can kill fishes and ocean plant life,<|so|>,changing ocean current can result in killing fishes and ocean plant life.,<|endoftext|>
1062,<|startoftext|>,"The average Lexile level of textbooks, 1070L-1220L, does not consider the more wide range of student reading",<|and|>,Victor hugo's average lexile level book is 1070L-1220L.,<|notmiddleterm|>,The does not consider the more wide range of student reading,<|and|>,Victor hugo's is ,<|so|>,Victor hugo's book does not consider the more wide range of student reading.,<|endoftext|>
879,<|startoftext|>,Betty Friedan 's famouse book is one of the most influential nonfiction books of the twentieth century.,<|and|>,Betty Friedan who is often called the mother of the modern women's liberation movement has a famous book.,<|notmiddleterm|>,is one of the most influential nonfiction books of the twentieth century.,<|and|>,who is often called the mother of the modern women's liberation movement has a ,<|so|>,Who is often called the mother of the modern women's liberation movement's book is one of the most influential nonfiction books of the twentieth century.,<|endoftext|>
256,<|startoftext|>,"Without the protection of the trees, the land becomes dry",<|and|>,A dry area is subject to erosion during the next years.,<|notmiddleterm|>,"Without the protection of the trees,",<|and|>, is subject to erosion during the next years.,<|so|>,"Without the protection of the trees, the land is subject to erosion during the next years.",<|endoftext|>
2300,<|startoftext|>,Apartment units usually have smaller spaces,<|and|>,Financial components such as upkeep and utilities are generally lower when there's little room available,<|notmiddleterm|>,Apartment units usually,<|and|>,Financial components such as upkeep and utilities are generally lower when ,<|so|>,Financial components such as upkeep and utilities are generally lower in apartment units,<|endoftext|>
1996,<|startoftext|>,Pyroclastic flows can kill people who are exposed to them.,<|and|>,A volcanic eruption produces pyroclastic flows which are mixtures of hot gas and ash.,<|notmiddleterm|>, can kill people who are exposed to them.,<|and|>,A volcanic eruption which are mixtures of hot gas and ash.,<|so|>,A volcanic eruption can kill people.,<|endoftext|>
